stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,0,0,1.34,0,0,0,0
3Month,8.96,0,0.32,0,0,0,0.32,0
22Month,130.1,0.55,2.19,0,0.55,1.64,0.55,1.64
