stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,0,0,2.14,0,1.07
21Day,6.69,1.34,0,1.34,0,0,0,0
3Month,6.08,0,0.32,5.12,1.28,0.32,0,0.96
22Month,8.75,0,0,3.28,0,1.64,2.19,1.09
