stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,0,2.14,0,0
21Day,8.03,1.34,1.34,1.34,1.34,0,0,2.68
3Month,17.28,0,0.96,3.84,0,0,0,0.32
22Month,12.03,0,0,4.92,0,0,1.09,0
