stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,4.09,4.09,0,24.52,8.17,12.26
72hpf,1.07,0,0,1.07,4.28,0,1.07
21Day,0,0,0,1.34,4.02,0,0
3Month,0,0.64,0,0,0,0,0
22Month,0,1.09,0.55,0,0,0,0
