stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,4.09,0,4.09
72hpf,25.67,1.07,0,0,0,0,2.14,0,10.7
21Day,9.37,4.02,2.68,0,0,2.68,1.34,10.71,13.39
3Month,0.32,0.32,0,0.96,0,0,0,0,0
22Month,1.64,3.28,0,1.09,1.09,0,0,0,0
