stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,8.17,4.09
72hpf,0,1.07,0,2.14,0,3.21,2.14
21Day,0,2.68,0,2.68,0,1.34,2.68
3Month,0,3.52,1.92,2.88,0.32,0,0.64
22Month,0,4.37,0,0,0,0.55,0
