stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
21Day,1.34,1.34,1.34,4.02,0,0
3Month,8.64,0,0.64,0,0,0
22Month,2.19,0,0.55,0,1.09,0.55
