stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,4.09,0,0
72hpf,3.21,0,0,4.28,2.14,0,0
3Month,5.44,0,0.64,20.16,0.64,0,1.6
22Month,6.01,1.09,0,70.52,0.55,1.64,1.64
