stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,0
72hpf,13.91,0,0,0,1.07,0,0
21Day,33.46,0,0,1.34,0,1.34,0
3Month,4.16,0.32,0.32,0,0,0,0.32
22Month,1.64,0,0,0,0,0,0
