stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,200.23,1740.81,16.35,0,192.06,179.8,7523.07,149550.15,800.94
72hpf,0,74.89,2.14,0,0,0,9.63,12.84,1.07
21Day,0,1.34,0,0,0,0,0,0,1.34
3Month,0,1.92,0,1.92,2.56,0.32,0,0,28.16
22Month,0,4.37,0,3.83,0,0,0.55,0,11.48
