stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,5.35,0,0,1.07
21Day,1.34,6.69,1.34,1.34,0,4.02,0,0,2.68
3Month,0,8.96,0.32,2.24,0.64,0,0,0,0.96
22Month,0,25.69,0,3.28,0,0,0.55,0.55,0
