stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,3.21,1.07,0,0
21Day,2.68,0,1.34,2.68,1.34,0,0
3Month,3.52,11.2,0.32,0,0.32,0.64,0.64
22Month,1.64,0,0,0,0,0,0
