stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,1.07,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,0,0,1.34
3Month,2.88,0.64,0.96,0,0.32,0,0.96,0.96
22Month,5.47,0,0.55,0,0,1.09,11.48,0
