stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,1.07,0,0,0,0,7.49
21Day,0,0,0,0,1.34,2.68,0,16.06
3Month,0.64,4.48,0,0.64,2.88,0,0.32,9.92
22Month,0,5.47,0,0,0.55,0,0,9.84
