stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,8.56,0,0,1.07
21Day,1.34,1.34,0,1.34,5.35,0,0,5.35
3Month,11.2,70.07,4.16,0.32,1.6,0,0.96,1.28
22Month,25.69,2.73,3.28,0.55,1.09,0.55,0.55,1.09
