stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,1.07,0,0,0,0,0,1.07,0
21Day,0,1.34,0,0,0,0,0,0,0
3Month,0.32,22.4,0,3.84,0.96,0.64,0.32,0,0.64
22Month,0,44.83,0.55,0.55,1.09,0,0.55,1.09,0
