stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,28.6,0,0,0
72hpf,0,1.07,0,0,3.21,0,0,0
21Day,0,1.34,0,0,1.34,0,0,0
3Month,24.96,6.4,1.28,0.32,0,0,1.6,0.64
22Month,114.25,3.83,1.64,0,1.09,1.64,0,1.09
