stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,2.14,0,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0
3Month,0,23.04,0.32,0.64,4.48,0,0.64,0.64
22Month,0.55,35.53,1.09,0,8.75,0.55,0,0
