stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,55.63,0,2.14,7.49,1.07
21Day,29.45,1.34,0,4.02,1.34
3Month,0.64,0.32,0,0,0
22Month,0.55,0.55,0,0,0.55
