stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,32.69,0
72hpf,0,1.07,0,0,3.21,6.42,5.35
21Day,0,0,0,0,0,2.68,4.02
3Month,0.64,2.88,6.08,0.32,0.32,0.32,5.44
22Month,0,1.09,0,1.64,0,0,2.19
