stage,Epithelial,Immune,Muscle,Neuron
24hpf,36.78,0,0,0
72hpf,9.63,0,0,1.07
21Day,34.8,0,1.34,4.02
3Month,2.56,0.32,0,0.64
22Month,3.83,0,0,0
