stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,16.35,0,0
72hpf,0,0,0,17.12,0,0
21Day,1.34,0,2.68,5.35,1.34,1.34
3Month,0.96,0.32,0.32,0,0,0
