stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,0,0,0,1.07,0
21Day,2.68,1.34,0,1.34,1.34,2.68
3Month,0,0,0.96,0,0,0
