stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,8.56,0,0,0
21Day,0,0,0,4.02,0,0,1.34
3Month,48.31,1.28,0,0,0.32,1.28,0.32
22Month,89.65,2.19,0.55,1.09,1.64,0,1.09
