stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,2.14,0,0,0,0,0
21Day,4.02,0,0,0,0,0
3Month,8.64,0.32,2.88,0.32,0.32,0
22Month,4.92,0,0.55,0,0,0.55
