stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09
72hpf,0,0,0,0,0,0,3.21
21Day,0,0,0,0,1.34,0,0
3Month,0.32,2.56,6.4,1.6,0.96,0.32,0
22Month,0,0.55,2.19,0,0,0,0
