stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,257.44,2182.14,8.17,0,200.23,143.02,8119.69,173549.6,539.41
72hpf,0,427.92,12.84,0,1.07,11.77,75.96,160.47,29.95
21Day,0,2.68,1.34,0,0,0,6.69,0,1.34
3Month,0,1.28,0,0,0,0,0,0,0.64
22Month,0,10.39,0,0.55,2.19,0,0,0,0
