stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,4.09
72hpf,1.07,0,1.07,0,4.28,0,0,2.14
21Day,1.34,0,1.34,1.34,4.02,0,0,2.68
3Month,2.56,0.32,0.96,0,0.32,0,0.64,0.64
22Month,2.19,0,0,0,0,0.55,1.64,0
