stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,16.35,0,4.09,4.09,118.51,0,16.35
72hpf,2.14,0,1.07,0,18.19,0,3.21
21Day,4.02,0,0,4.02,6.69,2.68,22.76
3Month,2.56,0.64,0,0.32,0,0,1.92
22Month,0.55,0,0,0,0,0,0
