stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0
72hpf,1.07,0,0,7.49,5.35,2.14,2.14
21Day,5.35,1.34,0,8.03,8.03,0,0
3Month,4.8,0.32,0.32,0.64,0,3.2,0
22Month,0.55,2.19,0,0,0,3.28,0
