stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,22.47,0,0,0
21Day,0,5.35,1.34,0,0,44.17,0,1.34,2.68
3Month,0,19.52,2.24,9.6,0.64,0.96,0,0.64,2.24
22Month,2.73,62.32,2.73,12.57,1.09,4.37,5.47,0.55,2.73
