stage,Epithelial,Germ,Immune,Stromal
24hpf,4.09,0,0,4.09
72hpf,5.35,0,0,0
21Day,12.05,0,0,1.34
3Month,2.56,14.4,0,0
22Month,2.73,0,0.55,0
