stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,61.3,89.9,0,4.09
72hpf,1.07,0,0,0,3.21,1.07,1.07
21Day,0,0,1.34,1.34,0,0,0
3Month,0.32,1.6,0.32,0,0,0,0
22Month,1.64,0,0,0,0,0.55,0
