stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,1.07,1.07
21Day,4.02,0,0,0,0
3Month,8.64,0.64,0.96,0,0
22Month,0.55,3.28,0,0,0
