stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,49.04,0,8.17
72hpf,3.21,0,1.07,0,19.26,2.14,4.28
21Day,6.69,8.03,1.34,2.68,16.06,0,6.69
3Month,0.64,0,0,0.32,0,0,0
22Month,0.55,0,0.55,0.55,0,0,0
