stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,32.69,0,4.09,0,0,0
72hpf,0,0,4.28,0,1.07,0,0,0
21Day,0,5.35,48.19,1.34,0,0,1.34,0
3Month,0.32,3.52,21.12,0.32,0.32,0,0.32,0
22Month,0.55,13.12,18.59,0,0.55,0.55,0,1.64
