stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,0,3.21,0,0,1.07,89.86,3.21
21Day,0,0,1.34,1.34,1.34,68.27,0
3Month,0,1.28,0,0.32,0,1.28,0
22Month,0,7.11,0,1.64,0,1.64,1.09
