stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,16.35,0,0,4.09,4.09,809.11,0,8.17,4.09
72hpf,10.7,247.12,41.72,0,8.56,55.63,6869.13,2.14,16.05,150.84
21Day,0,216.84,65.59,1.34,18.74,25.43,2101.5,1.34,61.57,92.36
3Month,0.32,24,0.32,4.8,6.4,0.32,9.6,0.32,9.28,2.88
22Month,1.64,43.19,0,5.47,9.29,0.55,18.59,2.73,15.31,3.83
