stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,0,16.35
72hpf,1.07,0,1.07,6.42
21Day,2.68,1.34,0,2.68
3Month,0.64,0.64,0,0.96
22Month,2.19,1.09,0,3.28
