stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,16.35,0,0
72hpf,2.14,0,1.07,62.05,0,3.21
21Day,1.34,0,4.02,36.14,0,1.34
22Month,0,0.55,0,0,0.55,0
