stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
72hpf,0,0,0,0,0,5.35
21Day,1.34,1.34,0,0,1.34,2.68
3Month,2.56,0,0.32,0.32,0,0
22Month,1.64,0,0,0,0,0
