stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,2.14,0,0,1.07,0,6.42,2.14
21Day,2.68,4.02,0,4.02,2.68,9.37,6.69
3Month,2.56,0,0,2.24,0.32,0.32,0.96
22Month,6.01,0.55,1.64,1.64,0,0,0
