stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,20.43,0,4.09
72hpf,0,0,0,0,1.07,0,0
21Day,0,0,0,0,2.68,0,0
3Month,5.12,26.56,0.96,0.32,0,0.32,0
22Month,0.55,6.56,0,0,0,0,0
