stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,8.17,0,0
72hpf,24.61,0,0,1.07,0,7.49,0,0
21Day,12.05,0,0,0,0,1.34,2.68,0
3Month,92.79,0.64,2.24,7.68,0.96,0.32,0.96,0.96
22Month,5.47,0.55,0,0.55,0,0.55,0,0
