stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,5.35,0,0,0
21Day,1.34,0,0,0,0,0,0,0
3Month,0.96,0.96,0,0,0,0,0,0
22Month,12.03,0,8.2,1.09,0,0.55,0.55,8.75
