stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,2.14,0,0,1.07,27.81,0,1.07
21Day,0,0,1.34,0,0,12.05,0,0
3Month,0,0.32,0,0.64,0,0,0,0.64
22Month,1.64,19.13,0,1.09,0,0,0.55,0
