stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,2.14,0,0
21Day,0,0,2.68,0,0,0,2.68
3Month,5.76,31.99,0.32,0.32,0.32,0.32,0.64
22Month,1.09,1.09,0,0,0,0,0
