stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,16.35,0,0,8.17,0
72hpf,8.56,0,0,0,0
21Day,4.02,1.34,0,1.34,1.34
3Month,4.16,0,0.64,0,0
22Month,2.73,0,2.19,0,0
