stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,1.07,0,0,0,0,0
21Day,0,1.34,2.68,0,0,1.34,0,0,5.35
3Month,0.64,11.2,38.71,0.96,0.64,0,0,0.32,1.92
22Month,1.09,19.13,30.07,4.37,0,0,0.55,0,1.09
