stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,28.88,0,0
21Day,1.34,1.34,0,0,16.06,0,1.34
3Month,2.88,0,0.96,0.96,0.32,0.32,0
22Month,7.11,0,0,1.64,0,0,0.55
