stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,2.14,22.47,3.21,0,2.14
21Day,0,0,0,1.34,1.34,5.35,0,1.34,0
3Month,0.32,28.16,0.32,0.64,4.48,0,0.32,0,1.28
22Month,0,28.97,0.55,1.09,1.09,0.55,0.55,0.55,1.64
