stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,8.17,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0
3Month,0,6.4,0.64,0.96,0.32,0,0,0.32
22Month,0.55,10.93,0,1.64,0.55,0,0.55,0
