stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,4.09
72hpf,0,2.14,0,0,2.14,1.07
21Day,0,0,0,0,0,1.34
3Month,0,0.64,0,0.32,0,0
22Month,0,1.64,1.09,0.55,0,0
