stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,0,1.07,29.95,0,2.14
21Day,8.03,0,0,0,12.05,0,0
3Month,2.24,0.96,0.32,0,0,0.32,0
22Month,15.31,2.73,2.73,0,1.09,0,0.55
