stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,6.42,1.07,0,0,13.91,8.56,3.21
21Day,2.68,2.68,2.68,1.34,5.35,16.06,16.06
22Month,0.55,0,1.09,0,0,0,0
