stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,8.17,0,0,0,0,12.26,0
72hpf,0,5.35,0,0,1.07,0,0,4.28
21Day,1.34,5.35,0,0,1.34,0,1.34,4.02
3Month,0,5.12,0.32,19.2,0.64,0.64,0,0.32
