stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,16.35,0,0,0,4.09,0,0
72hpf,3.21,1.07,0,2.14,101.63,0,8.56
21Day,2.68,2.68,0,1.34,46.85,2.68,2.68
22Month,5.47,0,1.09,0,0,0,0.55
