stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,8.17,0,0,4.09,57.21,12.26,0,16.35
72hpf,0,6.42,0,0,2.14,7.49,0,2.14,1.07
21Day,0,10.71,2.68,4.02,1.34,5.35,0,0,6.69
3Month,0,0.32,0,0.32,0,0,0,0,0
22Month,0,0,0,0.55,0,0,0.55,0,0
