stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,0
72hpf,0,10.7,1.07,0,1.07,20.33,0,5.35
21Day,0,33.46,2.68,1.34,5.35,9.37,1.34,42.83
3Month,0.64,13.44,0,4.48,0.96,0.64,0,32.63
22Month,0,14.21,0,1.64,1.09,0.55,0.55,10.39
