stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,0,0,0
72hpf,0,3.21,0,2.14,1.07,133.72,0,6.42
21Day,0,6.69,0,2.68,1.34,52.2,0,12.05
3Month,0,11.84,23.68,2.56,0.32,0.32,0.96,1.6
22Month,0.55,20.77,17.49,0.55,0.55,2.73,0,1.64
