stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,12.26,20.43,0,0
72hpf,0,2.14,0,2.14,5.35,0,3.21
21Day,1.34,5.35,4.02,0,4.02,0,4.02
3Month,0,2.88,1.28,0,0,0,0.64
22Month,0,6.56,1.64,0,0,1.09,0
