stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,4.09,0,4.09,24.52,4.09
72hpf,1.07,0,0,4.28,2.14
21Day,5.35,0,2.68,6.69,0
22Month,0,1.09,0,0,0.55
