stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,89.9,0,4.09
72hpf,0,1.07,0,0,4.28,0,5.35
21Day,0,2.68,1.34,0,4.02,0,1.34
3Month,0.64,0.96,0,0,0,0.32,0
22Month,0,10.93,0,1.64,0,0,0
