stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,1.07,0,0
21Day,1.34,10.71,1.34,0,0,0
3Month,8.32,104.62,2.88,0.32,1.6,0.96
22Month,0.55,3.83,0,0,0,0.55
